rxns	rxnNames	FV_GEM	FV_ecModel
EX_met__D_e_REV	D-Methionine exchange (reversible)	1000	0.00328732131981213
EX_tartr__L_e_REV	L-tartrate exchange (reversible)	999.875825006448	0.00328738745636437
EX_taur_e_REV	Taurine exchange (reversible)	499.104518137046	1.45483920823697e-05
EX_maltpt_e_REV	Maltopentaose exchange (reversible)	499.141167997778	7.25735537752958e-05
EX_glcur_e_REV	D-Glucuronate exchange (reversible)	499.141167997778	5.80251617030569e-05
EX_mmet_e_REV	S-Methyl-L-methionine exchange (reversible)	500	0.0076493833196221
DM_amob_c_REV	Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave system (reversible)	500	0.00764938331958507
EX_mg2_e_REV	Mg exchange (reversible)	500	0.00764938331872759
EX_acac_e_REV	Acetoacetate exchange (reversible)	1000	0.0152987666376179
EX_adn_e_REV	Adenosine exchange (reversible)	1000	0.0152987666376179
EX_nac_e_REV	Nicotinate exchange (reversible)	998.209036274092	0.00950508072957271
EX_ocdca_e_REV	Octadecanoate (n-C18:0) exchange (reversible)	1000	0.0152987666382656
EX_dad_2_e_REV	Deoxyadenosine exchange (reversible)	1000	0.015298766638627
EX_ser__D_e_REV	D-Serine exchange (reversible)	1000	0.0152634269545339
EX_galctn__D_e_REV	D-Galactonate exchange (reversible)	998.209036274094	0.00202311373014019
GLYCtex_REV	Glycerol transport via diffusion (extracellular to periplasm) (reversible)	499.104518137047	0.00110231690560825
GLYC3Ptex_REV	Glycerol-3-phosphate transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0139528608639023
GUAtex_REV	Guanine transport via diffusion (extracellular to periplasm) (reversible)	1000	0.026014889681646
Htex_REV	Proton transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0189894796297758
H2tex_REV	Hydrogen transport via diffusion (extracellular to periplasm) (reversible)	998.209036274092	1.48815733863883e-05
H2Otex_REV	H2O transport via diffusion (extracellular to periplasm) (reversible)	996.07163007281	0.0845408403353587
O2tpp_REV	O2 transport via diffusion (periplasm) (reversible)	1000	0.0282304305001517
12PPDStex_REV	(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm) (reversible)	998.209036274092	0.00950508072923487
ACtex_REV	Acetate transport via diffusion (extracellular to periplasm) (reversible)	8.04132894303541e-10	4.02066447176334e-10
ACALDtex_REV	Acetaldehyde transport via diffusion (extracellular to periplasm) (reversible)	8.0410700320499e-10	4.02066447127206e-10
ACMANAtex_REV	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0181133610872643
SUCFUMtpp_REV	Succinate:fumarate antiporter (periplasm) (reversible)	3.71049964087433e-08	1.85524946318713e-08
TARTRt7pp_REV	Tartrate/succinate antiporter (periplasm) (reversible)	1000	0.00508308472213204
EX_ca2_e_REV	Calcium exchange (reversible)	1000	0.00508308472213204
EX_so3_e_REV	Sulfite exchange (reversible)	1000	0.0120492370155461
AKGt2rpp_REV	2-oxoglutarate reversible transport via symport (periplasm) (reversible)	1000	0.028230430504621
EX_ascb__L_e_REV	L-Ascorbate exchange (reversible)	1000	0.0207600595957018
EX_ala_B_e_REV	Beta-Alanine exchange (reversible)	1000	0.152555286347571
EX_agm_e_REV	Agmatine exchange (reversible)	1000	0.101703524235082
EX_octa_e_REV	Octanoate (n-C8:0) exchange (reversible)	1000	0.152555286346356
EX_xylu__L_e_REV	L-Xylulose exchange (reversible)	1000	0.0220572910668687
EX_gtp_e_REV	GTP exchange (reversible)	580.444091552132	0.00019249140004482
TYRt2rpp_REV	L-tyrosine reversible transport via proton symport (periplasm) (reversible)	1000	0.305110572687548
URIt2pp_copy2_REV	 (reversible)	1000	0.101703524235082
EX_fruur_e_REV	D-Fructuronate exchange (reversible)	1000	0.305110572682745
GALtex_REV	D-galactose transport via diffusion (extracellular to periplasm) (reversible)	1000	0.305110572690472
GALCTtex_REV	D-galactarte transport via diffusion (extracellular to periplasm) (reversible)	993.79787858647	0.0217647868947513
ACACt2pp_REV	Acetoacetate transport via proton symport  (periplasm) (reversible)	1000	0.0211530156760489
EX_ch4_e_REV	EX ch4 LPAREN e RPAREN  (reversible)	1000	0.0230491606058127
CO2tpp_REV	CO2 transporter via diffusion (periplasm) (reversible)	1000	6.78235841604646e-05
DHAtpp_REV	Dihydroxyacetone transport via facilitated diffusion (periplasm) (reversible)	1000	0
ASNt2rpp_REV	L-asparagine reversible transport via proton symport (periplasm) (reversible)	1000	6.74583523167344e-05
HIStex_REV	L-histidine transport via diffusion (extracellular to periplasm) (reversible)	993.79787858647	0.00223983874047132
HYXNtex_REV	Hypoxanthine transport via diffusion (extracellular to periplasm) (reversible)	787.16347002031	0.00103354035469183
IDONtex_REV	L-idonate transport via diffusion (extracellular to periplasm) (reversible)	1000	0.015298766638016
ILEtex_REV	L-isoleucine transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0152987666382525
ACt2rpp_REV	Acetate reversible transport via proton symport (periplasm) (reversible)	1000	6.78235841679451e-05
EX_fe3dcit_e_REV	Fe(III)dicitrate exchange (reversible)	1000	6.78235841679451e-05
EX_fe3hox_e_REV	Fe(III)hydroxamate exchange (reversible)	7.68521294935987e-08	3.7370849890713e-08
EX_fecrm_e_REV	Ferrichrome exchange (reversible)	1000	6.78235841667577e-05
EX_feenter_e_REV	Fe-enterobactin exchange (reversible)	983.950580590175	0.00157571990956235
EX_feoxam_e_REV	Ferroxamine exchange (reversible)	787.16347002031	0.00103354035465906
EX_cbi_e_REV	Cobinamide exchange (reversible)	499.104518137047	0.00110231690560825
GLCURtex_REV	D-glucuronat transport via diffusion (extracellular to periplasm) (reversible)	390.749221991682	0.000149889359032679
OCTAtex_REV	Octanoate transport via diffusion (extracellular to periplasm) (reversible)	137.52724780166	0.000188481629916291
EX_ni2_e_REV	Ni2+ exchange (reversible)	248.449469646618	0.000149889359034233
CYTDt2pp_copy2_REV	 (reversible)	485.560647969717	0.00806650470059242
EX_meoh_e_REV	Methanol exchange (reversible)	236.07042872167	0.000154755864193307
PNTOtex_REV	Pantothenate transport via diffusion (extracellular to periplasm) (reversible)	223.095711759544	7.22480837966888e-06
PPPNtex_REV	3-phenylpropionate transport via diffusion (extracellular to periplasm) (reversible)	221.040238695993	7.16020297431008e-06
PPTtex_REV	Phosphonate transport via diffusion (extracellular to periplasm) (reversible)	564.054290428476	1.45483920849232e-05
PTRCtex_REV	Putrescine transport via diffusion (extracellular to periplasm) (reversible)	553.731776748689	1.45483920845901e-05
PYRtex_REV	Pyruvate transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0152987666374392
DSERtex_REV	D-serine transport via diffusion (extracellular to periplasm) (reversible)	999.999592804851	0.0246518821020306
SERtex_REV	L-serine transport via diffusion (extracellular to periplasm) (reversible)	999.99998564192	0.0246518821020306
SO4tex_REV	Sulfate transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0246518821028623
SPMDtex_REV	Spermidine transport via diffusion (extracellular to periplasm) (reversible)	1000	6.79923610287401e-05
TARTRtex_REV	Tartrate transport via diffusion (extracellular to periplasm) (reversible)	2000	0.0115934627058552
TAURtex_REV	Taurine transport via diffusion (extracellular to periplasm) (reversible)	9.96550511445093e-07	4.84611516591953e-07
THRtex_REV	L-threonine transport via diffusion (extracellular to periplasm) (reversible)	3.91727326132241e-08	1.14545778757318e-08
MNLtex_REV	Mannitol transport via diffusion (extracellular to periplasm) (reversible)	1000	0.024275028321199
NAtex_REV	Sodium transport via diffusion (extracellular to periplasm) (reversible)	1000	0
NACtex_REV	Nicotinic acid transport via diffusion (extracellular to periplasm) (reversible)	1753.19915408818	0.00329207979539764
BUTtex_REV	Butyrate transport via diffusion (extracellular to periplasm) (reversible)	1000	0.015052164781417
CO2tex_REV	CO2 transport via diffusion (extracellular to periplasm) (reversible)	736.433844053318	0.000244987028767185
CRNtex_REV	L-carnitine transport via diffusion (extracellular to periplasm) (reversible)	1000	0.152555286359901
DINStex_REV	Deoxyinosine transport via diffusion (extracellular to periplasm) (reversible)	1000	0.152555286359264
CYStex_REV	L-cysteine transport via diffusion (extracellular to periplasm) (reversible)	1000	45.2109143460745
CYTDtex_REV	Cytidine transport via diffusion (extracellular to periplasm) (reversible)	1000	45.0452224767203
DCAtex_REV	Decanoate transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0268420563921748
DCYTtex_REV	Deoxycytidine transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0170311727353822
LYXtex_REV	L-Lyxose transport via diffusion (extracellular to periplasm) (reversible)	1000	0.000395735511389717
MANtex_REV	D-mannose transport via diffusion (extracellular to periplasm) (reversible)	1000	0.000422660916072023
DMSOtex_REV	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm) (reversible)	51.0854542658596	2.21320494941836e-05
FE2tex_REV	Iron (II) transport via diffusion (extracellular to periplasm) (reversible)	1000	0.00766656033861324
NMNtex_REV	NMN transport via diffusion (extracellular to periplasm) (reversible)	1000	0.00766656033881441
TREtex_REV	Trehalose transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0206906366871473
TRPtex_REV	L-tryptophan transport via diffusion (extracellular to periplasm) (reversible)	282.027145214239	7.25680551072472e-06
TYRtex_REV	L-tyrosine transport via diffusion (extracellular to periplasm) (reversible)	1559.8268715186	0.0166172218363294
URAtex_REV	Uracil transport via diffusion (extracellular to periplasm) (reversible)	2000	7.15641930550354
URItex_REV	Uridine transport via diffusion (extracellular to periplasm) (reversible)	1000	0.024525764219592
VALtex_REV	L-valine transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0245257642198403
XYLtex_REV	D-xylose transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0211530156745903
ABUTtex_REV	4-aminobutyrate transport via diffusion (extracellular to periplasm) (reversible)	2.87195689452346e-09	8.27246454507719e-11
EX_mso3_e_REV	Methanesulfonate exchange (reversible)	1000	0.00231000202443117
EX_23cump_e_REV	2',3'-Cyclic UMP exchange (reversible)	1000	0.00715910314182263
23CUMPtex_REV	23cUMP transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0700711037845423
3AMPtex_REV	3AMP transport via diffusion (extracellular to periplasm) (reversible)	1000	0.18096734728492
BUTSO3tex_REV	Butanesulfonate transport via diffusion (extracellular to periplasm) (reversible)	1860.74328304404	1005.8853894168
GALBDtex_REV	Beta D-galactose transport via diffusion (extracellular to periplasm) (reversible)	209.412883219921	0.00026093811960945
SULFACtex_REV	Sulfoaceate transport via diffusion (extracellular to periplasm) (reversible)	431.060196002387	0.00245944020267408
EX_butso3_e_REV	Butanesulfonate exchange (reversible)	145.079166738937	0.000185755097694584
NOtpp_REV	NO transport (diffusion) (reversible)	1000	0.0172950638625906
N2Otpp_REV	Nitrious oxide transport (diffusion) (reversible)	47.7626022711488	7.52113135521617e-06
CRNDt2rpp_REV	D-carnitine outward transport (H+ antiport) (reversible)	1000	0.000710064515549114
CTBTt2rpp_REV	Cronobetaine outward transport (H+ antiport) (reversible)	2.74439069210004e-07	1.34055850825642e-07
PACALDt2rpp_REV	Phenylacetaldehyde reversible transport via proton symport (periplasm) (reversible)	1994.2207734348	0.0824102277815776
PEAMNtex_REV	Phenethylamine transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0246518821028623
PACALDtex_REV	Phenethylacetaldehyde transport via diffusion (extracellular to periplasm) (reversible)	1000	0.00109630060457988
CYANtex_REV	Cyanide transport via diffusion (extracellular to periplasm) (reversible)	431.060196002388	0.00203879079351107
SO3tex_REV	Sulfite transport via diffusion (extracellular to periplasm) (reversible)	999.976061060347	0.0105217498346933
TCYNTtex_REV	Thiocyanate transport via diffusion (extracellular to periplasm) (reversible)	390.749221991685	2.53681135703177e-05
METSOX1tex_REV	L-methionine S-oxide diffusion (extracellular) (reversible)	1000	0.305110572695246
METSOX2tex_REV	L-methionine R-oxide diffusion (extracellular) (reversible)	273.313653764263	7.25440472848504e-06
3GMPtex_REV	3GMP transport via diffusion (extracellular to periplasm) (reversible)	1000	0.152555286347911
FALDtpp_REV	Formaldehyde transport via diffusion (periplasm) (reversible)	1000	6.74583523128627e-05
EX_imp_e_REV	IMP exchange (reversible)	998.209036274093	0.00534085004577234
DOPAtex_REV	Dopamine transport via diffusion (extracellular to periplasm) (reversible)	993.14	0.0311087777789103
4HOXPACDtex_REV	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm) (reversible)	999.999743277529	0.0248255255820879
G3PStex_REV	Glycerophosphserine transport via diffusion (extracellular to periplasm) (reversible)	999.100605847405	0.00118737381573344
GLCUR1Ptex_REV	D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0412568488555259
UDPGLCURtex_REV	UDP-D-glucuronate transport via diffusion (extracellular to periplasm) (reversible)	1000	1.93079505787731
UDPGtex_REV	UDPglucose transport via diffusion (extracellular to periplasm) (reversible)	274.444222219413	0.000233761795015219
UDPGALtex_REV	UDPgalactose transport via diffusion (extracellular to periplasm) (reversible)	998.209036274093	0.000589531801654997
ACGAM1Ptex_REV	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm) (reversible)	999.875825006448	0.00367693462746445
MSO3tex_REV	Methanesulfonate transport via diffusion (extracellular to periplasm) (reversible)	332.736345424698	0.000203634721870627
R5Ptex_REV	Ribose 5-phosphate transport via diffusion (extracellular to periplasm) (reversible)	367.870966786058	8.02567823614819e-05
CITtex_REV	Citrate transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0152987666382525
EX_cd2_e_REV	Cadmium exchange (reversible)	1000	0.0884362845447413
G6Ptex_REV	Glucose 6-phosphate transport via diffusion (extracellular to periplasm) (reversible)	628.048092128097	0.000262334883671111
NI2tex_REV	Nickel transport via diffusion (extracellular to periplasm) (reversible)	524.240852375935	0.00281518649087076
L_LACt2rpp_REV	L-lactate reversible transport via proton symport (periplasm) (reversible)	700.560381936749	0.000196399046403756
EX_fe3hox_un_e_REV	Fe(III)hydoxamate, unloaded exchange (reversible)	0.000384299073402872	0.000384236613106563
EX_23dappa_e_REV	2,3-diaminopropionate exchange (reversible)	209.412883219921	0.00026093811960945
NH4tpp_REV	Ammonia reversible transport (periplasm) (reversible)	993.797878586462	1987.59632529345
NO2t2rpp_REV	Nitrite transport in via proton symport, reversible (periplasm) (reversible)	1998.20903627409	0.0146444503885235
PROt2rpp_REV	L-proline reversible transport via proton symport (periplasm) (reversible)	998.209036274093	0.0124072344214027
EX_fecrm_un_e_REV	Ferrichrome minus Fe(III) exchange (reversible)	1000	0.0125639728898774
EX_cgly_e_REV	Cys-Gly exchange (reversible)	1000	0.305110572707628
EX_h2o2_e_REV	Hydrogen peroxide exchange (reversible)	139.252438135034	4.85083906076176e-05
EX_ump_e_REV	UMP exchange (reversible)	7.74269414138828e-08	0.000205665267827473
EX_pydam_e_REV	Pyridoxamine exchange (reversible)	869.799538609312	0.00123359439194007
ADEtex_REV	Adenine transport via diffusion (extracellular to periplasm) (reversible)	101.876305498212	9.30375950638461e-05
ADNtex_REV	Adenosine transport via diffusion (extracellular to periplasm) (reversible)	332.736345424699	0.000205627729736424
AMPtex_REV	AMP transport via diffusion (extracellular to periplasm) (reversible)	1000	0.000256148147523023
ARBtex_REV	L-arabinose transport via diffusion (extracellular to periplasm) (reversible)	1000	0.305110572691494
ASCBtex_REV	L-ascorbate transport via diffusion (extracellular to periplasm) (reversible)	274.444222219411	0.000235979300229549
MMETtex_REV	S-methyl-L-methionine transport via diffusion (extracellular to periplasm) (reversible)	267.370374525604	0.000630671482689877
MG2tex_REV	Magnesium (Mg+2) transport via diffusion (extracellular to periplasm) (reversible)	191.610054624315	0.00058633953903877
Zn2tex_REV	Zinc (Zn+2) transport via diffusion (extracellular to periplasm) (reversible)	250.825067665804	0.00494717541295789
CD2tex_REV	Cadmium (Cd+2) transport via diffusion (extracellular to periplasm) (reversible)	250.825067665805	0.00497510713854696
GLYALDtpp_REV	Glyceraldehyde facilitated diffusion (periplasm) (reversible)	8.0410700320499e-10	1999.99999195988
EX_etha_e_REV	Ethanolamine exchange (reversible)	628.048092128094	1999.71102250454
ASO3tex_REV	Arsenite transport via diffusion (extracellular to periplasm) (reversible)	503.147740735586	0.000159309471668617
MANGLYCtex_REV	2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm) (reversible)	999.100605847403	0.00126471774510006
EX_frulys_e_REV	Fructoselysine exchange (reversible)	998.209036274093	0.0035993666991665
GLYCAtex_REV	D-glycerate transport via diffusion (extracellular to periplasm) (reversible)	1000	1.34055850825642e-07
EX_hacolipa_e_REV	Hepta-acylated core oligosaccharide lipid A (E. coli) exchange (reversible)	628.048092128097	0.000262334883678661
HISt2rpp_REV	L-histidine reversible transport via proton symport (periplasm) (reversible)	998.209036274091	2.82962406772391e-05
DIMPtex_REV	DIMP transport via diffusion (extracellular to periplasm) (reversible)	999.860308516534	0.00289372187311176
GLCRt2rpp_REV	D-glucarate transport via proton symport, reversible (periplasm) (reversible)	1000	0.00778947078445874
EX_h2o_e_REV	H2O exchange (reversible)	999.860308516534	0.00289372187318944
EX_ala__D_e_REV	D-Alanine exchange (reversible)	1.14887620838999e-06	1.1486810138184e-06
UREAtpp_REV	Urea transport via facilitate diffusion (periplasm) (reversible)	2.24230160483785e-05	1999.77579226296
PTRCORNt7pp_REV	Putrescine/ornithine antiporter (periplasm) (reversible)	1000	0.152555286354513
EX_no2_e_REV	Nitrite exchange (reversible)	736.433844053318	0.000244987028767185
ACACtex_REV	Acetoacetate transport via diffusion (extracellular to periplasm) (reversible)	998.209036274093	0.000432590749188777
ACNAMtex_REV	N-acetylneuraminate transport via diffusion (extracellular to periplasm) (reversible)	1000	0.000578444978980241
H2Stex_REV	H2s transport via diffusion (extracellular to periplasm) (reversible)	1000.00000008145	1999.99959284557
EX_ddca_e_REV	Dodecanoate (n-C12:0) exchange (reversible)	1000	0.0152987666378888
EX_r5p_e_REV	Alpha-D-Ribose 5-phosphate exchange (reversible)	999.984040706898	0.0101292460122412
EX_glyc2p_e_REV	Glycerol 2-phosphate exchange (reversible)	5.97930238654953e-07	2.90766642668631e-07
4PEPTtex_REV	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm) (reversible)	817.139216340641	0.000888179018386559
EX_gam_e_REV	D-Glucosamine exchange (reversible)	1000	0.0246518821028277
EX_mobd_e_REV	Molybdate exchange (reversible)	1000	0.152555286339426
EX_so4_e_REV	Sulfate exchange (reversible)	251.573870367795	0.000187020443887162
EX_phe__L_e_REV	L-Phenylalanine exchange (reversible)	2000	0.295227677053565
EX_thr__L_e_REV	L-Threonine exchange (reversible)	1000	0.0388730262074957
EX_halipa_e_REV	Hepta-acylated KDO(2)-lipid (A) exchange (reversible)	7.74269414138828e-08	3.76553893621789e-08
EX_malthx_e_REV	Maltohexaose exchange (reversible)	250.825067665805	0.00497510713915922
EX_csn_e_REV	Cytosine exchange (reversible)	1000	0.00766656033850843
EX_na1_e_REV	Sodium exchange (reversible)	998.318486769426	0.00157571990965477
ARGORNt7pp_REV	Arginine/ornithine antiporter (periplasm) (reversible)	1000	0.000628756515468065
EX_dmso_e_REV	Dimethyl sulfoxide exchange (reversible)	263.062006000225	0.000260938119626075
EX_acgam1p_e_REV	N-Acetyl-D-glucosamine 1-phosphate exchange (reversible)	516.39702400338	0.000743039189114053
CU2tex_REV	Copper (Cu+2) transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0116227385505852
CLtex_REV	Chloride (Cl-1) transport via diffusion (extracellular to periplasm) (reversible)	2000	0.498265323701945
EX_glcur1p_e_REV	D-Glucuronate 1-phosphate exchange (reversible)	2000	0.0722644027919302
EX_thrp_e_REV	L-Threonine O-3-phosphate exchange (reversible)	1018.23663593277	0.00792790885302141
EX_pydxn_e_REV	Pyridoxine exchange (reversible)	0.000384299073402872	0.000384236498272167
EX_cys__L_e_REV	L-Cysteine exchange (reversible)	1000	0.000710064515549114
EX_gsn_e_REV	Guanosine exchange (reversible)	705.370997088498	0.000811359504660381
EX_orot_e_REV	Orotate exchange (reversible)	178.86282119833	0.00018706275072819
PROtex_REV	L-proline transport via diffusion (extracellular to periplasm) (reversible)	482.214512691538	0.00203927762516534
SBTtex_REV	D-sorbitol transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0152987666374392
AKGtex_REV	Alpha-ketoglutarate transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0181711331540739
ALLTNtex_REV	Allantoin transport via diffusion (extracellular to periplasm) (reversible)	1000	252.409181090357
EX_gal_bD_e_REV	Beta D-Galactose exchange (reversible)	274.444222219413	0.000233807291047994
EX_dump_e_REV	DUMP exchange (reversible)	274.444222219413	0.000233807291020204
EX_ag_e_REV	Silver exchange (reversible)	1000	0.0884362845480169
EX_cys__D_e_REV	D-Cysteine exchange (reversible)	1000	0.00062875651537031
EX_acser_e_REV	O-Acetyl-L-serine exchange (reversible)	1000	0.000628756515415441
TYMtex_REV	Tyramine transport via diffusion (extracellular to periplasm) (reversible)	858.81780950499	0.000431817613755991
EX_g3pe_e_REV	Sn-Glycero-3-phosphoethanolamine exchange (reversible)	1000	0.15255528635285
3PEPTtex_REV	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm) (reversible)	1000	0.00309267338217303
ANHGMtex_REV	GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm) (reversible)	1000	0.000578444979015769
FALDtex_REV	Formaldehyde transport via diffusion (extracellular to periplasm) (reversible)	999.100605847406	0.00246006858154824
EX_acgal_e_REV	N-Acetyl-D-galactosamine exchange (reversible)	753.199154088174	0.000302727535615332
G3PCtex_REV	Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm) (reversible)	115.764063533211	9.42392401246384e-05
EX_acgal1p_e_REV	N-Acetyl-D-galactosamine 1-phosphate exchange (reversible)	143.288072524764	0.000152324168921837
EX_udpgal_e_REV	UDPgalactose exchange (reversible)	12.7713635664649	5.53291873667261e-06
EX_14glucan_e_REV	1,4-alpha-D-glucan exchange (reversible)	1000	0.00236945016143163
EX_aso3_e_REV	Arsenite exchange (reversible)	1000	0.00194698064432181
EX_tcynt_e_REV	Thiocyanate exchange (reversible)	12.7713635664649	5.53291873667261e-06
EX_g3pc_e_REV	Sn-Glycero-3-phosphocholine exchange (reversible)	553.471540054427	0.000194184852349455
EX_34dhpac_e_REV	3,4-Dihydroxyphenylacetaldehyde exchange (reversible)	217.990346204729	7.2402731728416e-06
DAMPtex_REV	DAMP transport via diffusion (extracellular to periplasm) (reversible)	212.990885197769	7.17689498675027e-06
DGMPtex_REV	DGMP transport via diffusion (extracellular to periplasm) (reversible)	12.7713635664649	5.53291873667261e-06
DTMPtex_REV	DTMP transport via diffusion (extracellular to periplasm) (reversible)	12.7713635664649	5.53291873667261e-06
GMPtex_REV	GMP transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0233329648320889
IMPtex_REV	IMP transport via diffusion (extracellular to periplasm) (reversible)	12.7713635664649	5.53291873667261e-06
UMPtex_REV	UMP transport via diffusion (extracellular to periplasm) (reversible)	12.7713635664649	5.53291873667261e-06
EX_cl_e_REV	Chloride exchange (reversible)	1000	0.0288833631893557
23DAPPAtex_REV	2,3-diaminopropionate transport via diffusion (reversible)	1000	0.305110572726619
EX_man6p_e_REV	D-Mannose 6-phosphate exchange (reversible)	1000	0.305110572671538
EX_maltttr_e_REV	Maltotetraose exchange (reversible)	12.7713635664649	5.53291873667261e-06
EX_lipoate_e_REV	Lipoate exchange (reversible)	12.7713635664649	5.53291873667261e-06
EX_pydx_e_REV	Pyridoxal exchange (reversible)	12.7713635664649	5.53291873667261e-06
GLCtex_copy2_REV	 (reversible)	1000	0.0187511425206645
12PPDRtpp_REV	(R)-Propane-1,2-diol facilitated transport (periplasm) (reversible)	43.9265408208886	2.40382963944748e-05
CA2tex_REV	Calcium (Ca+2) transport via diffusion (extracellular to periplasm) (reversible)	274.444222219413	0.000235979300237332
CUtex_REV	Copper (Cu+1) transport via diffusion (extracellular to periplasm) (reversible)	800.391708235826	0.00426832540796385
12PPDRtex_REV	(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm) (reversible)	800.391708235826	0.00426832540776023
ACONIs_REV	Aconitate isomerase (spontaneous) (reversible)	1000	0.126387061379717
PPALtpp_REV	Propanal transport via channel (periplasm) (reversible)	2.56173764899515e-08	1.28086882454637e-08
EX_12ppd__R_e_REV	(R)-Propane-1,2-diol exchange (reversible)	1000	0.0243443077791537
CGLYtex_REV	L-Cysteinylglycine transport via diffusion (extracellular to periplasm) (reversible)	715.035117076081	0.000746023209658137
EX_urate_e_REV	Urate exchange (reversible)	715.035117076081	0.000746023209654612
GTHOXtex_REV	Glutathione (ox) transport via diffusion (extracellular to periplasm) (reversible)	1000	0.0219835989697827
EX_cpgn_un_e_REV	Coprogen unloaded (no Fe(III)) exchange (reversible)	1000	0.0291929498550587
GTHRDtex_REV	Glutathione transport via diffusion (extracellular to periplasm) (reversible)	252.774039869477	0.000209200271990007
EX_crn__D_e_REV	D-carnitine exchange (reversible)	269.543335798984	1.3809178347521e-05
EX_psclys_e_REV	Psicoselysine exchange (reversible)	264.791074459982	1.38091783495011e-05
TUNGStex_REV	Tungstate transport via diffusion (extracellular to periplasm) (reversible)	268.458069296252	1.40520631353516e-05
DM_aacald_c_REV	Sink needed to allow aminoacetaldehyde to leave system (reversible)	266.204895988914	1.40520631350209e-05
CAt6pp_REV	Calcium / sodium antiporter (1:1) (reversible)	499.104518137047	1.45483920803713e-05
5DGLCNt2rpp_REV	5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm) (reversible)	998.209036274092	2.82962406776832e-05
GALCTNLtex_REV	L-galactonate transport via diffusion (extracellular to periplasm) (reversible)	998.209036274094	0.000255883199713376
EX_galctn__L_e_REV	L-Galactonate exchange (reversible)	216.03234908313	7.22889486071132e-06
5DGLCNtex_REV	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm) (reversible)	1000	45.0452224766022
EX_5dglcn_e_REV	5-Dehydro-D-gluconate exchange (reversible)	1000	45.0452224765459
PPAtex_REV	Propionate transport via diffusion (reversible)	269.651912502922	1.38091783481453e-05
PSCLYStex_REV	Psicoselysine transporter via diffusion (extracellular) (reversible)	266.96663557794	1.3809178348527e-05
THYMtex_REV	Thymine transport via diffusion (extracellular to periplasm) (reversible)	264.917885400362	1.3809178347495e-05
MG2t3_2pp_REV	Magnesium (Mg+2) transport in/out via proton antiport (periplasm) (reversible)	265.864389231596	1.40520631339847e-05
EX_ppal_e_REV	Propanal exchange (reversible)	271.391602261005	1.40520631338366e-05
EX_slnt_e_REV	Selenite exchange (reversible)	373.510224879444	1.41481203392857e-05
RFAMPtex_REV	Rifampin transport via diffusion (extracellular to periplasm) (reversible)	499.104518137046	1.45483920817591e-05
MINCYCtex_REV	Minocycline transport via diffusion (extracellular to periplasm) (reversible)	0.00137233256555191	0.0013721868173745
DOXRBCNtex_REV	Doxorubicin transport via diffusion (extracellular to periplasm) (reversible)	499.104518137047	1.45483920874767e-05
ETOHtrpp_REV	Ethanol reversible transport via diffusion (periplasm) (reversible)	499.104518137047	1.45483920840905e-05
LALALGLUtex_REV	L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm) (reversible)	499.104518137045	1.45483920832579e-05
5MTRtex_REV	5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm) (reversible)	499.104518137047	1.45483920809264e-05
LALADGLUtex_REV	L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm) (reversible)	499.104518137046	1.45483920808154e-05
3HPPtex_REV	3-hydroxypropionate transport via diffusion (extracellular to periplasm) (reversible)	998.209036274092	0.0001978580380535
EX_LalaDglu_e_REV	L-alanine-D-glutamate exchange (reversible)	998.209036274096	0.000197858038014975
