OG..	S.cer	K.marx	Y.lipo
OG0002686	YNL231C	KLMA_50621	YALI0A08448g
OG0002326	YER029C	KLMA_40616	YALI0D14102g
OG0002125	YGL173C	KLMA_40274	YALI0C23144g
OG0002990	YGR225W	KLMA_60058	YALI0B17270g
OG0003076	YIL083C	KLMA_80113	YALI0C06996g
OG0002175	YIR035C	KLMA_40364	YALI0D01980g
OG0000817	YKR087C	KLMA_10408	YALI0F09988g
OG0001034	YCL057C-A	KLMA_10024	YALI0D18744g
OG0001769	YDR292C	KLMA_30417	YALI0F23375g
OG0000783	YGR258C	KLMA_10473	YALI0D20240g
OG0000925	YLR283W	KLMA_10213	YALI0C01441g
OG0000899	YMR002W	KLMA_10268	YALI0F17226g
OG0002346	YOR207C	KLMA_50043	YALI0B16258g
OG0001799	YPL173W	KLMA_30464	YALI0A20526g
OG0003118	YIL118W	KLMA_80168	YALI0F17270g
OG0002647	YLR245C	KLMA_50565	YALI0D17072g
OG0001634	YJL025W	KLMA_30202	YALI0B23210g
OG0000772	YGR268C	KLMA_10489	YALI0D18062g
OG0002869	YNL128W	KLMA_60260	YALI0C11033g
OG0002862	YBR028C	KLMA_60274	YALI0C15444g
OG0000985	YNL263C	KLMA_10116	YALI0E26323g
OG0003371	YNR030W	KLMA_70199	YALI0C02475g
OG0001906	YLR351C	KLMA_30641	YALI0B07359g
OG0001238	YOL033W	KLMA_20351	YALI0E17919g
OG0003368	YNR032W	KLMA_70195	YALI0A05357g
OG0003196	YPR079W	KLMA_80308	YALI0C09163g
OG0002563	YHL022C	KLMA_50416	YALI0F16335g
OG0001798	YOR257W	KLMA_30463	YALI0A20518g
OG0001206	YFL029C	KLMA_20307	YALI0C24321g
OG0001245	YAL014C	KLMA_20360	YALI0E17875g
OG0001336	YPR176C	KLMA_20502	YALI0E28248g
OG0000712	YDR062W	KLMA_10599	YALI0F15345g
OG0001071	YBR103W	KLMA_20077	YALI0F11165g
OG0001015	YCL032W	KLMA_10062	YALI0E19228g
OG0001954	YGL241W	KLMA_30703	YALI0B18480g
OG0001476	YNL169C	KLMA_20751	YALI0D21604g
OG0000963	YCR036W	KLMA_10157	YALI0B14927g
OG0001761	YJL036W	KLMA_30406	YALI0E13904g
OG0002726	YDL126C	KLMA_60484	YALI0F12155g
OG0001390	YDR371W	KLMA_20612	YALI0F04532g
OG0001947	YFR044C	KLMA_30695	YALI0F17842g
OG0001527	YKL209C	KLMA_30034	YALI0E05973g
OG0002305	YDR448W	KLMA_40580	YALI0F14443g
OG0001575	YMR108W	KLMA_30105	YALI0C00253g
OG0001092	YLL002W	KLMA_20111	YALI0F16313g
OG0002378	YOR336W	KLMA_50103	YALI0C12661g
OG0001006	YLR181C	KLMA_10080	YALI0C12617g
OG0002542	YER003C	KLMA_50384	YALI0B18348g
OG0003473	YDR060W	KLMA_70362	YALI0D15356g
OG0001858	YMR250W	KLMA_30556	YALI0F08415g
OG0003521	YFR005C	KLMA_70439	YALI0E13167g
OG0001004	YLR186W	KLMA_10085	YALI0E01496g
OG0001143	YOR245C	KLMA_20208	YALI0E32769g
OG0003180	YNL280C	KLMA_80276	YALI0B23298g
OG0002504	YDL166C	KLMA_50317	YALI0B22946g
OG0003250	YLL040C	KLMA_80407	YALI0F06791g
OG0001122	YDR104C	KLMA_20170	YALI0D12540g
OG0001068	YMR263W	KLMA_20069	YALI0F19690g
OG0001528	YJR073C	KLMA_30035	YALI0E12441g
OG0001036	YGL256W	KLMA_20005	YALI0E15818g
OG0003172	YKL051W	KLMA_80260	YALI0B21560g
OG0000986	YGL140C	KLMA_10113	YALI0E26257g
OG0003215	YBL057C	KLMA_80345	YALI0E27412g
OG0000911	YGL055W	KLMA_10244	YALI0C05951g
OG0001685	YEL042W	KLMA_30281	YALI0C17941g
OG0003424	YGR123C	KLMA_70283	YALI0B06963g
OG0002672	YDL235C	KLMA_50606	YALI0C04928g
OG0001531	YKL206C	KLMA_30040	YALI0E21648g
OG0001383	YOR126C	KLMA_20604	YALI0B07227g
OG0003120	YNL061W	KLMA_80170	YALI0B10560g
OG0000901	YOL008W	KLMA_10266	YALI0A02563g
OG0001806	YOR265W	KLMA_30472	YALI0D19844g
OG0003073	YDL120W	KLMA_80109	YALI0E15268g
OG0001509	YPL126W	KLMA_20810	YALI0B04862g
OG0002935	YIR026C	KLMA_60146	YALI0B11572g
OG0001339	YGR127W	KLMA_20507	YALI0D01760g
OG0000616	YBR192W	KLMA_10768	YALI0F05500g
OG0001465	YNL186W	KLMA_20735	YALI0D24211g
OG0002114	YKL159C	KLMA_40254	YALI0E10043g
OG0001805	YOR262W	KLMA_30470	YALI0D19888g
OG0001409	YDL102W	KLMA_20646	YALI0A08426g
OG0001669	YOR056C	KLMA_30255	YALI0F15829g
OG0003381	YBR133C	KLMA_70212	YALI0E18524g
OG0001225	YGR083C	KLMA_20336	YALI0E00198g
OG0003288	YLR389C	KLMA_70067	YALI0F25091g
OG0002357	YJL061W	KLMA_50069	YALI0A02134g
OG0002406	YGL017W	KLMA_50148	YALI0E03894g
OG0001066	YML102W	KLMA_20067	YALI0B15015g
OG0002037	YDR036C	KLMA_40110	YALI0D06215g
OG0003186	YPR067W	KLMA_80287	YALI0E33077g
OG0002555	YPL259C	KLMA_50404	YALI0B11682g
OG0002707	YDL145C	KLMA_60523	YALI0E19767g
OG0001833	YDR237W	KLMA_30520	YALI0B01892g
OG0003004	YJL130C	KLMA_60037	YALI0E09493g
OG0002976	YGR208W	KLMA_60078	YALI0B20438g
OG0001198	YGL194C	KLMA_20297	YALI0C06061g
OG0003105	YNL044W	KLMA_80148	YALI0A09845g
OG0001242	YOL040C	KLMA_20356	YALI0F05803g
OG0001197	YER136W	KLMA_20294	YALI0E33649g
OG0002616	YDR161W	KLMA_50508	YALI0D13486g
OG0001042	YER148W	KLMA_20021	YALI0B23056g
OG0002502	YDL168W	KLMA_50315	YALI0F09603g
OG0002722	YDL132W	KLMA_60494	YALI0D12518g
OG0002027	YLL029W	KLMA_40097	YALI0E19184g
OG0001022	YCL043C	KLMA_10049	YALI0E03036g
OG0002426	YDR405W	KLMA_50188	YALI0E12353g
OG0001923	YEL052W	KLMA_30662	YALI0D00649g
OG0003430	YPR135W	KLMA_70291	YALI0A20636g
OG0001501	YOR217W	KLMA_20802	YALI0B16918g
OG0003375	YPR095C	KLMA_70204	YALI0C07975g
OG0001196	YBL026W	KLMA_20293	YALI0F08459g
OG0002356	YBR269C	KLMA_50068	YALI0A02112g
OG0001352	YDR142C	KLMA_20532	YALI0F18480g
OG0002748	YDL051W	KLMA_60449	YALI0E18854g
OG0001836	YDL206W	KLMA_30524	YALI0F18040g
OG0001425	YML098W	KLMA_20668	YALI0D09625g
OG0001290	YLL032C	KLMA_20435	YALI0F18546g
OG0001358	YHR008C	KLMA_20553	YALI0B08921g
OG0002458	YBR041W	KLMA_50235	YALI0E16016g
OG0003461	YBL038W	KLMA_70340	YALI0C18139g
OG0003018	YDL107W	KLMA_60010	YALI0D04290g
OG0002327	YGL120C	KLMA_40619	YALI0B15642g
OG0002917	YMR067C	KLMA_60170	YALI0E28556g
OG0002744	YNR008W	KLMA_60455	YALI0E16797g
OG0002685	YNL230C	KLMA_50620	YALI0C16500g
OG0003097	YNL037C	KLMA_80139	YALI0E05137g
OG0002496	YLR193C	KLMA_50306	YALI0C20141g
OG0003071	YGL155W	KLMA_80107	YALI0E09276g
OG0002984	YGR217W	KLMA_60066	YALI0E15334g
OG0002817	YBR288C	KLMA_60342	YALI0D17776g
OG0003125	YJR109C	KLMA_80178	YALI0C23969g
OG0001341	YER050C	KLMA_20511	YALI0E30371g
OG0002321	YML009C	KLMA_40607	YALI0C15323g
OG0002760	YJR118C	KLMA_60432	YALI0E25916g
OG0002547	YEL002C	KLMA_50390	YALI0D06589g
OG0003365	YNR033W	KLMA_70193	YALI0A05379g
OG0001149	YIL157C	KLMA_20217	YALI0F10054g
OG0002194	YNL312W	KLMA_40398	YALI0F03993g
OG0001974	YNR050C	KLMA_40016	YALI0D22891g
OG0001167	YCR084C	KLMA_20247	YALI0A14542g
OG0001508	YOR210W	KLMA_20809	YALI0B04851g
OG0002648	YLR244C	KLMA_50566	YALI0D17138g
OG0002640	YDR181C	KLMA_50555	YALI0C08206g
OG0002151	YPL006W	KLMA_40322	YALI0C20757g
OG0002486	YOR291W	KLMA_50290	YALI0D23265g
OG0002433	YLR340W	KLMA_50200	YALI0B14146g
OG0003453	YBR097W	KLMA_70326	YALI0E33774g
OG0000812	YOR073W	KLMA_10415	YALI0C07172g
OG0000982	YNL259C	KLMA_10121	YALI0B18298g
OG0003385	YPL234C	KLMA_70216	YALI0E31471g
OG0003264	YPL154C	KLMA_70025	YALI0F27071g
OG0002945	YDR007W	KLMA_60130	YALI0B07667g
OG0003481	YHR071W	KLMA_70375	YALI0E21087g
OG0003532	YPL003W	KLMA_70450	YALI0F27863g
OG0002303	YML025C	KLMA_40578	YALI0E20493g
OG0002592	YBR256C	KLMA_50467	YALI0C01111g
OG0003168	YMR028W	KLMA_80253	YALI0A09790g
OG0001559	YLR359W	KLMA_30075	YALI0B17402g
OG0001140	YOR243C	KLMA_20204	YALI0D01628g
OG0001973	YCR095C	KLMA_40015	YALI0E27368g
OG0000791	YGL006W	KLMA_10454	YALI0D04873g
OG0002296	YML032C	KLMA_40568	YALI0F02431g
OG0000981	YDR058C	KLMA_10124	YALI0E31515g
OG0001362	YDR470C	KLMA_20556	YALI0B05852g
OG0001333	YPR180W	KLMA_20499	YALI0E28182g
OG0003511	YKL143W	KLMA_70419	YALI0E08448g
OG0001644	YGR187C	KLMA_30214	YALI0F07315g
OG0002120	YHR098C	KLMA_40263	YALI0E14036g
OG0003200	YBR122C	KLMA_80314	YALI0E14641g
OG0002078	YOR176W	KLMA_40178	YALI0F19470g
OG0002373	YBR257W	KLMA_50094	YALI0C03784g
OG0001809	YIL076W	KLMA_30484	YALI0E15994g
OG0002617	YDR162C	KLMA_50509	YALI0F25443g
OG0002602	YLR127C	KLMA_50484	YALI0E04983g
OG0001422	YML096W	KLMA_20665	YALI0F28149g
OG0001338	YGR125W	KLMA_20505	YALI0F23023g
OG0001318	YLR175W	KLMA_20478	YALI0E13486g
OG0001920	YDR415C	KLMA_30659	YALI0B05104g
OG0002333	YPL110C	KLMA_50022	YALI0E32791g
OG0002139	YGL159W	KLMA_40296	YALI0C02343g
OG0001310	YKL151C	KLMA_20469	YALI0D11308g
OG0003148	YOR093C	KLMA_80219	YALI0D05357g
OG0003199	YPR082C	KLMA_80313	YALI0E14619g
OG0000844	YJL183W	KLMA_10371	YALI0F17402g
OG0001407	YMR162C	KLMA_20644	YALI0E04169g
OG0003339	YBL092W	KLMA_70149	YALI0E30811g
OG0000642	YJR036C	KLMA_10722	YALI0D15444g
OG0003147	YNL094W	KLMA_80216	YALI0D02233g
OG0000716	YMR269W	KLMA_10591	YALI0F01991g
OG0001641	YGR184C	KLMA_30209	YALI0B03718g
OG0000838	YKL175W	KLMA_10385	YALI0A00979g
OG0001168	YCR087C-A	KLMA_20249	YALI0D15818g
OG0002515	YMR188C	KLMA_50336	YALI0C07887g
OG0001187	YBR220C	KLMA_20279	YALI0E26983g
OG0003166	YKL059C	KLMA_80250	YALI0A09834g
OG0000887	YDR394W	KLMA_10286	YALI0D11770g
OG0001325	YCL014W	KLMA_20487	YALI0C16346g
OG0002759	YJR119C	KLMA_60433	YALI0B14443g
OG0001070	YMR260C	KLMA_20075	YALI0F21153g
OG0001597	YCL009C	KLMA_30148	YALI0C09636g
OG0001503	YPL129W	KLMA_20805	YALI0B18062g
OG0002312	YDR437W	KLMA_40595	YALI0E17721g
OG0001256	YDL087C	KLMA_20385	YALI0F27467g
OG0003177	YDR495C	KLMA_80271	YALI0F17006g
OG0000676	YBR037C	KLMA_10660	YALI0E23045g
OG0000877	YMR224C	KLMA_10306	YALI0B14553g
OG0001990	YLR324W	KLMA_40038	YALI0D27302g
OG0001193	YGR155W	KLMA_20288	YALI0E09108g
OG0000755	YER183C	KLMA_10513	YALI0D01309g
OG0000606	YBR182C	KLMA_10784	YALI0F18788g
OG0000917	YLR299W	KLMA_10231	YALI0C11363g
OG0002494	YDL171C	KLMA_50304	YALI0B19998g
OG0003006	YJL128C	KLMA_60035	YALI0B15906g
OG0002407	YGL016W	KLMA_50149	YALI0E29909g
OG0002293	YPL222W	KLMA_40565	YALI0F15191g
OG0000746	YFR009W	KLMA_10534	YALI0E03674g
OG0003246	YOR116C	KLMA_80403	YALI0C22550g
OG0003364	YIL048W	KLMA_70191	YALI0F01122g
OG0001631	YGR172C	KLMA_30198	YALI0D04829g
OG0003282	YLR063W	KLMA_70060	YALI0E32219g
OG0002528	YDR325W	KLMA_50357	YALI0F08679g
OG0000660	YOR037W	KLMA_10691	YALI0C18403g
OG0001156	YGL112C	KLMA_20230	YALI0C05346g
OG0002901	YDR086C	KLMA_60198	YALI0D08635g
OG0001120	YDR228C	KLMA_20162	YALI0C14476g
OG0003024	YEL055C	KLMA_80023	YALI0E00902g
OG0001627	YGR170W	KLMA_30194	YALI0D03480g
OG0000798	YCL004W	KLMA_10439	YALI0E14102g
OG0001696	YDR092W	KLMA_30298	YALI0C00561g
OG0003140	YNL088W	KLMA_80207	YALI0D23969g
OG0003451	YOL038W	KLMA_70322	YALI0B14267g
OG0001178	YGL123W	KLMA_20268	YALI0E14465g
OG0002895	YAL035W	KLMA_60210	YALI0A00803g
OG0001657	YAL022C	KLMA_30234	YALI0C23342g
OG0001038	YJR099W	KLMA_20015	YALI0F15697g
OG0002475	YCR032W	KLMA_50266	YALI0E04312g
OG0002997	YGR231C	KLMA_60052	YALI0B20482g
OG0003238	YNL321W	KLMA_80393	YALI0D24233g
OG0002621	YLR145W	KLMA_50518	YALI0E04741g
OG0001545	YKL089W	KLMA_30057	YALI0F27819g
OG0001387	YDR373W	KLMA_20609	YALI0E15180g
OG0001984	YLR316C	KLMA_40030	YALI0E26543g
OG0002697	YDR028C	KLMA_60548	YALI0B16808g
OG0000745	YOL022C	KLMA_10535	YALI0B09119g
OG0002220	YML076C	KLMA_40447	YALI0E10681g
OG0002770	YMR013C	KLMA_60419	YALI0E18942g
OG0002712	YDL140C	KLMA_60512	YALI0C16566g
OG0000976	YNL250W	KLMA_10132	YALI0D15246g
OG0001523	YKL211C	KLMA_30029	YALI0D11110g
OG0003296	YLR381W	KLMA_70078	YALI0C17501g
OG0002158	YPL010W	KLMA_40330	YALI0F13255g
OG0002236	YPR184W	KLMA_40472	YALI0A19074g
OG0000699	YML054C	KLMA_10621	YALI0E21307g
OG0002090	YLR234W	KLMA_40206	YALI0F22495g
OG0000949	YOL060C	KLMA_10178	YALI0E31405g
OG0003017	YDL108W	KLMA_60012	YALI0D04334g
OG0002818	YBR289W	KLMA_60341	YALI0E13101g
OG0001884	YAL046C	KLMA_30591	YALI0F16071g
OG0001560	YLR361C	KLMA_30078	YALI0E23364g
OG0001586	YFL007W	KLMA_30128	YALI0D22520g
OG0002631	YLR151C	KLMA_50530	YALI0F26037g
OG0002430	YLR345W	KLMA_50193	YALI0D21010g
OG0003442	YPR065W	KLMA_70309	YALI0B02266g
OG0002781	YPL045W	KLMA_60397	YALI0A03553g
OG0001423	YML097C	KLMA_20666	YALI0E32593g
OG0002445	YKL092C	KLMA_50220	YALI0D23903g
OG0001874	YDR476C	KLMA_30581	YALI0D16423g
OG0003455	YBR094W	KLMA_70330	YALI0C11495g
OG0000923	YLR286C	KLMA_10216	YALI0A01870g
OG0002489	YMR227C	KLMA_50294	YALI0B00968g
OG0000867	YMR214W	KLMA_10321	YALI0E10263g
OG0003372	YNR029C	KLMA_70200	YALI0E12485g
OG0002611	YDR152W	KLMA_50498	YALI0D13508g
OG0001649	YLL011W	KLMA_30222	YALI0D14080g
OG0000943	YAR018C	KLMA_10188	YALI0E34067g
OG0001500	YPL131W	KLMA_20800	YALI0E22352g
OG0002918	YMR068W	KLMA_60169	YALI0D21769g
OG0001918	YDR414C	KLMA_30657	YALI0C08371g
OG0001119	YDL198C	KLMA_20161	YALI0C14498g
OG0001049	YER141W	KLMA_20033	YALI0F24651g
OG0000978	YNL252C	KLMA_10130	YALI0E24805g
OG0001852	YDR311W	KLMA_30547	YALI0B12452g
OG0003063	YDL116W	KLMA_80098	YALI0D08998g
OG0003047	YGR194C	KLMA_80066	YALI0F10923g
OG0001415	YDL095W	KLMA_20657	YALI0E15081g
OG0002921	YKL086W	KLMA_60166	YALI0D16709g
OG0002600	YIL022W	KLMA_50480	YALI0D21142g
OG0002265	YLR409C	KLMA_40522	YALI0B13442g
OG0001744	YGL022W	KLMA_30378	YALI0B16434g
OG0001416	YML128C	KLMA_20659	YALI0F29909g
OG0003139	YOR085W	KLMA_80204	YALI0D11066g
OG0003404	YDL157C	KLMA_70245	YALI0F21087g
OG0000788	YHR172W	KLMA_10461	YALI0E02816g
OG0002095	YOL086W-A	KLMA_40222	YALI0B06105g
OG0002182	YMR021C	KLMA_40379	YALI0E31669g
OG0001322	YCL017C	KLMA_20484	YALI0C19041g
OG0002034	YBR056W	KLMA_40105	YALI0E34155g
OG0000639	YJR035W	KLMA_10725	YALI0C16643g
OG0001130	YDR052C	KLMA_20187	YALI0B17006g
OG0003230	YBL082C	KLMA_80379	YALI0E03190g
OG0003137	YMR302C	KLMA_80202	YALI0E21175g
OG0002372	YBR260C	KLMA_50090	YALI0A02222g
OG0001018	YCL034W	KLMA_10059	YALI0C05489g
OG0001496	YOR224C	KLMA_20792	YALI0F09383g
OG0002983	YGR216C	KLMA_60067	YALI0E10021g
OG0001610	YJL088W	KLMA_30168	YALI0D14894g
OG0001002	YLR187W	KLMA_10088	YALI0F22165g
OG0002874	YHR120W	KLMA_60253	YALI0B10197g
OG0001736	YPL059W	KLMA_30366	YALI0F21219g
OG0001756	YDR282C	KLMA_30397	YALI0D20020g
OG0001614	YDR089W	KLMA_30175	YALI0D13156g
OG0003369	YCR072C	KLMA_70197	YALI0A06479g
OG0001591	YGL200C	KLMA_30141	YALI0E34852g
OG0003259	YOR246C	KLMA_70016	YALI0E24695g
OG0001768	YDR291W	KLMA_30416	YALI0E15576g
OG0003284	YLR390W-A	KLMA_70062	YALI0E20757g
OG0003098	YIL098C	KLMA_80140	YALI0E05181g
OG0000920	YOR184W	KLMA_10220	YALI0F06468g
OG0003490	YOR084W	KLMA_70392	YALI0E05907g
OG0003423	YPR144C	KLMA_70282	YALI0F20284g
OG0001860	YOR319W	KLMA_30558	YALI0E15356g
OG0001999	YMR138W	KLMA_40056	YALI0E23793g
OG0003226	YBL074C	KLMA_80366	YALI0A01782g
OG0000623	YBR200W	KLMA_10755	YALI0F27643g
OG0000733	YCR024C	KLMA_10564	YALI0E04939g
OG0002040	YDR044W	KLMA_40115	YALI0E29975g
OG0001859	YOL052C	KLMA_30557	YALI0E20361g
OG0001890	YJR149W	KLMA_30604	YALI0B09999g
OG0001184	YGL125W	KLMA_20276	YALI0B00572g
OG0003515	YKR009C	KLMA_70426	YALI0E15378g
OG0002404	YGL019W	KLMA_50146	YALI0E20867g
OG0001802	YOR260W	KLMA_30467	YALI0E21846g
OG0000702	YLR427W	KLMA_10617	YALI0A19514g
OG0002704	YNL072W	KLMA_60528	YALI0D23661g
OG0002379	YOR335C	KLMA_50104	YALI0B04180g
OG0000694	YKL194C	KLMA_10626	YALI0A09427g
OG0003311	YJR090C	KLMA_70111	YALI0C14740g
OG0000865	YHR166C	KLMA_10325	YALI0C10692g
OG0001489	YFL016C	KLMA_20770	YALI0F12551g
OG0000945	YAR035W	KLMA_10186	YALI0F21197g
OG0001058	YGL027C	KLMA_20048	YALI0F14927g
OG0002398	YLR290C	KLMA_50131	YALI0E27764g
OG0001406	YDL103C	KLMA_20643	YALI0E03146g
OG0003069	YGL154C	KLMA_80105	YALI0E09306g
OG0002884	YOR113W	KLMA_60237	YALI0A16841g
OG0002187	YKL060C	KLMA_40388	YALI0E26004g
OG0001526	YKL210W	KLMA_30033	YALI0E06017g
OG0000582	YPL109C	KLMA_10822	YALI0E32813g
OG0001286	YER151C	KLMA_20429	YALI0E08844g
OG0001594	YCL010C	KLMA_30146	YALI0E14080g
OG0001212	YMR244W	KLMA_20313	YALI0C10450g
OG0003187	YBR109C	KLMA_80290	YALI0E34111g
OG0003184	YBR106W	KLMA_80285	YALI0B04444g
OG0003269	YFL045C	KLMA_70034	YALI0D13112g
OG0003072	YNL015W	KLMA_80108	YALI0F11077g
OG0000997	YNL275W	KLMA_10095	YALI0E29645g
OG0001389	YDR372C	KLMA_20611	YALI0D03575g
OG0002498	YLR196W	KLMA_50309	YALI0E01100g
OG0002608	YLR133W	KLMA_50492	YALI0E16907g
OG0000662	YHR102W	KLMA_10686	YALI0E34001g
OG0000782	YHR186C	KLMA_10476	YALI0E06919g
OG0001956	YGL243W	KLMA_30705	YALI0B18436g
OG0001429	YMR167W	KLMA_20675	YALI0C10032g
OG0001359	YHR009C	KLMA_20555	YALI0B05764g
OG0002560	YMR010W	KLMA_50413	YALI0E24145g
OG0001530	YJR072C	KLMA_30039	YALI0E21626g
OG0002861	YBR029C	KLMA_60275	YALI0E14443g
OG0001960	YIL147C	KLMA_30711	YALI0F08789g
OG0003283	YLR393W	KLMA_70061	YALI0F19756g
OG0003154	YOR103C	KLMA_80229	YALI0E08646g
OG0000752	YDR023W	KLMA_10524	YALI0F02629g
OG0002485	YOR292C	KLMA_50289	YALI0B05214g
OG0002460	YBR039W	KLMA_50237	YALI0F02893g
OG0002315	YDR434W	KLMA_40599	YALI0D12749g
OG0002652	YDR191W	KLMA_50570	YALI0C23034g
OG0002789	YPL029W	KLMA_60385	YALI0F15147g
OG0001804	YOR261C	KLMA_30469	YALI0D19910g
OG0001851	YHR064C	KLMA_30546	YALI0B12474g
OG0000991	YNL267W	KLMA_10108	YALI0B02376g
OG0003514	YKL146W	KLMA_70424	YALI0E10637g
OG0002463	YBR035C	KLMA_50241	YALI0D14322g
OG0002623	YDR166C	KLMA_50522	YALI0A19052g
OG0001040	YJR100C	KLMA_20018	YALI0B16720g
OG0003486	YIL145C	KLMA_70385	YALI0B06006g
OG0003443	YER016W	KLMA_70311	YALI0A18227g
OG0002969	YGR202C	KLMA_60090	YALI0D18271g
OG0000857	YKR055W	KLMA_10344	YALI0B13662g
OG0001537	YKL203C	KLMA_30046	YALI0F07084g
OG0003478	YDR316W	KLMA_70372	YALI0D05533g
OG0002679	YDL238C	KLMA_50613	YALI0E25740g
OG0001466	YNL185C	KLMA_20736	YALI0D22088g
OG0002025	YDR063W	KLMA_40095	YALI0E33693g
OG0002117	YGR200C	KLMA_40258	YALI0C23386g
OG0000765	YGR274C	KLMA_10501	YALI0F32153g
OG0000914	YOR191W	KLMA_10236	YALI0F30261g
OG0003281	YFL034C-B	KLMA_70059	YALI0A17336g
OG0001795	YPL169C	KLMA_30457	YALI0A18007g
OG0000795	YAL001C	KLMA_10445	YALI0C22231g
OG0001296	YDR362C	KLMA_20444	YALI0C18117g
OG0003079	YIL084C	KLMA_80116	YALI0F25663g
OG0003317	YJR085C	KLMA_70119	YALI0F22429g
OG0001539	YJR064W	KLMA_30049	YALI0E21692g
OG0001689	YER173W	KLMA_30288	YALI0B13376g
OG0001958	YFR048W	KLMA_30707	YALI0D01914g
OG0002877	YNL122C	KLMA_60249	YALI0F31559g
OG0002274	YLR417W	KLMA_40534	YALI0D01177g
OG0003434	YPR129W	KLMA_70300	YALI0D13838g
OG0000942	YAR015W	KLMA_10189	YALI0E33033g
OG0001547	YKL010C	KLMA_30059	YALI0E05401g
OG0001475	YNL172W	KLMA_20750	YALI0D16885g
OG0002952	YDL001W	KLMA_60120	YALI0B05390g
OG0003198	YBR121C	KLMA_80312	YALI0E14597g
OG0003035	YOR002W	KLMA_80037	YALI0D17028g
OG0001794	YOR254C	KLMA_30456	YALI0A17985g
OG0000794	YAR003W	KLMA_10449	YALI0C22858g
OG0001317	YCL008C	KLMA_20476	YALI0F19272g
OG0001277	YBR248C	KLMA_20413	YALI0C07128g
OG0002540	YER006W	KLMA_50378	YALI0F21725g
OG0003261	YMR210W	KLMA_70020	YALI0B18854g
OG0000750	YOL018C	KLMA_10527	YALI0E33165g
OG0003304	YBL046W	KLMA_70096	YALI0D08419g
OG0002396	YDR208W	KLMA_50129	YALI0F23573g
OG0000773	YGR267C	KLMA_10488	YALI0A10310g
OG0003104	YIL104C	KLMA_80146	YALI0F22077g
OG0002216	YGL012W	KLMA_40436	YALI0D19206g
OG0002477	YDR487C	KLMA_50270	YALI0B08965g
OG0003256	YPR201W	KLMA_70010 KLMA_80422 KLMA_80425	YALI0C07590g
OG0000843	YJL179W	KLMA_10374	YALI0C15829g
OG0002482	YGR061C	KLMA_50283	YALI0F30019g
OG0002573	YPR113W	KLMA_50434	YALI0F20328g
OG0003122	YNL063W	KLMA_80172	YALI0B17534g
OG0001079	YHR025W	KLMA_20086	YALI0F13453g
OG0001646	YLL013C	KLMA_30217	YALI0E12001g
OG0002254	YHR200W	KLMA_40493	YALI0D03762g
OG0003493	YNL291C	KLMA_70396	YALI0A02090g
OG0001216	YOR311C	KLMA_20319	YALI0F19052g
OG0002729	YDL124W	KLMA_60481	YALI0B15268g
OG0002186	YMR026C	KLMA_40387	YALI0D26642g
OG0002959	YDR332W	KLMA_60110	YALI0F06534g
OG0001543	YMR078C	KLMA_30053	YALI0D24123g
OG0000779	YGR261C	KLMA_10480	YALI0B20680g
OG0002842	YKL041W	KLMA_60305	YALI0B18040g
OG0002122	YGL037C	KLMA_40268	YALI0A21153g
OG0002290	YGL136C	KLMA_40559	YALI0E31933g
OG0002882	YHR114W	KLMA_60240	YALI0C11583g
OG0001643	YGR186W	KLMA_30212	YALI0F12815g
OG0002941	YOL077C	KLMA_60136	YALI0B11880g
OG0002119	YHR099W	KLMA_40261	YALI0C02057g
OG0002006	YLR033W	KLMA_40071	YALI0D26840g
OG0003145	YOR090C	KLMA_80213	YALI0D07040g
OG0003189	YBR111C	KLMA_80296	YALI0F26125g
OG0003389	YPL227C	KLMA_70223	YALI0D06017g
OG0003242	YDR365C	KLMA_80399	YALI0C17083g
OG0001414	YDL097C	KLMA_20656	YALI0D08976g
OG0002636	YDR176W	KLMA_50548	YALI0A14586g
OG0002238	YPR187W	KLMA_40475	YALI0F05082g
OG0002797	YGL079W	KLMA_60373	YALI0E29843g
OG0003213	YBL055C	KLMA_80342	YALI0E14817g
OG0001028	YDR531W	KLMA_10036	YALI0D25476g
OG0002610	YDR150W	KLMA_50495	YALI0B09383g
OG0002002	YMR132C	KLMA_40063	YALI0E16687g
OG0000587	YBR167C	KLMA_10816	YALI0A02178g
OG0001347	YIL038C	KLMA_20521	YALI0E06435g
OG0001460	YNL191W	KLMA_20727	YALI0F29645g
OG0000818	YOR077W	KLMA_10407	YALI0F07238g
OG0001600	YNL014W	KLMA_30153	YALI0E13277g
OG0002231	YEL004W	KLMA_40462	YALI0E24123g
OG0002794	YPL022W	KLMA_60377	YALI0B22242g
OG0001777	YDR297W	KLMA_30430	YALI0E17347g
OG0001412	YDL098C	KLMA_20654	YALI0F09361g
OG0001399	YOL143C	KLMA_20629	YALI0A12045g
OG0001448	YLR275W	KLMA_20702	YALI0F06644g
OG0003183	YOL107W	KLMA_80282	YALI0D14454g
OG0001561	YLR362W	KLMA_30080	YALI0F13629g
OG0001712	YGL023C	KLMA_30326	YALI0A01892g
OG0001192	YGL041W-A	KLMA_20287	YALI0E09130g
OG0002833	YHL010C	KLMA_60321	YALI0C07700g
OG0002093	YNL192W	KLMA_40217	YALI0D25938g
OG0001405	YOL149W	KLMA_20636	YALI0F15719g
OG0002619	YLR143W	KLMA_50514	YALI0F14553g
OG0002132	YJL012C	KLMA_40285	YALI0C10945g
